iReady_Admin,Subject,Student ID,Student Grade,Academic Year,Enrolled,Sex,Hispanic or Latino,Race,English Language Learner,Special Education,Economically Disadvantaged,Migrant,Class(es),Class Teacher(s),Report Group(s),Start Date,Completion Date,Baseline Diagnostic (Y/N),Most Recent Diagnostic (Y/N),Duration (min),Rush Flag,Overall Scale Score,Overall Placement,Overall Relative Placement,Percentile,Grouping,Lexile Measure,Lexile Range,Phonological Awareness Scale Score,Phonological Awareness Placement,Phonological Awareness Relative Placement,Phonics Scale Score,Phonics Placement,Phonics Relative Placement,High-Frequency Words Scale Score,High-Frequency Words Placement,High-Frequency Words Relative Placement,Vocabulary Scale Score,Vocabulary Placement,Vocabulary Relative Placement,Reading Comprehension: Overall Scale Score,Reading Comprehension: Overall Placement,Reading Comprehension: Overall Relative Placement,Reading Comprehension: Literature Scale Score,Reading Comprehension: Literature Placement,Reading Comprehension: Literature Relative Placement,Reading Comprehension: Informational Text Scale Score,Reading Comprehension: Informational Text Placement,Reading Comprehension: Informational Text Relative Placement,Diagnostic Gain,Annual Typical Growth Measure,Annual Stretch Growth Measure,Percent Progress to Annual Typical Growth (%),Percent Progress to Annual Stretch Growth (%),Mid On Grade Level Scale Score,Reading Difficulty Indicator (Y/N)
iReady 4,ELA,3192015,8,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 8 - Joyner - Period 3-639232737ef25c47d65fbeb4; ELA 8 - Fergusson - Period 11-6306414edec4186a935552a1; Homeroom 8 - Henry - Homeroom MS-62c47c737082816f437258ce; Mathematics 8 - Nelson - Period 7-6307bc3276048d5eab5c5f18; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef6; Science 8 - Davis - Period 3-63064681dbb9dd4f943007a6; Social Studies, History, and Geography 8 - Henry - Period 5-63065a5c19a57649536a7385","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students; ELA 8 - SWA - Summiya; MS IEP; MS SWA 8,06/06/2023,06/06/2023,N,Y,73,,606,Level 7,1 Grade Level Below,38,3,1040L,940L - 1090L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,598,Level 7,1 Grade Level Below,609,Level 7,1 Grade Level Below,611,Level 7,1 Grade Level Below,608,Level 7,1 Grade Level Below,109,18,50,606,218,642,Not Provided
iReady 4,ELA,1712023,K,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom K - Alagona - Homeroom PS-62c47c737082816f437258df; Mathematics K - Alagona - Period 10-62f693766c6b433381175d30; Reading K - Alagona - Period 5-62fa4e36c252017f1f56294a; Science K - Alagona - Period 11-62fbb3244ef1494353591b4c; Small Group Instruction/What I Need K - Alagona - Period 13-62fa51d02d6f160d77727e56; Small Group Instruction/What I Need K - Alagona - Period 3-62fa54b7c9b8187c0f2bf89e; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2c,"Alagona, Brooke; Bang, Julie; Brady, Jacquelyn; Gonzalez Giraldo, Isabella",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,34,,403,Mid K,Mid or Above Grade Level,53,5,BR190L,BR290L-BR140L,438,Level 1,Mid or Above Grade Level,389,Early K,Early On Grade Level,342,Emerging K,1 Grade Level Below,404,Mid / Late K,Mid or Above Grade Level,419,Mid / Late K,Mid or Above Grade Level,412,Mid / Late K,Mid or Above Grade Level,425,Mid / Late K,Mid or Above Grade Level,66,49,67,135,99,396,N
iReady 4,ELA,1522016,6,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 6 - Joyner - Period 9-6392266703323b7435365050; ELA 6 - Campana - Period 3-62fa63c96ac2e61a14296ee5; Homeroom 6 - Erstein - Homeroom MS-62c47c737082816f437258d5; Mathematics 6 - Dougherty - Period 13-630647b14839ae3b4b0b9d2e; Music 6 - Villamil Gomez - Period 9-630654c37e0a833ef607c905; Science 6 - Kelley - Period 11-63064681dbb9dd4f943007a8; Social Studies, History, and Geography 6 - Erstein - Period 7-62fa6a0398e6686c6851842d","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,139,,608,Early 6,Early On Grade Level,63,5,1050L,950L-1100L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,619,Mid 6,Mid or Above Grade Level,602,Early 6,Early On Grade Level,603,Early 6,Early On Grade Level,602,Early 6,Early On Grade Level,60,14,38,429,158,616,Not Provided
iReady 4,ELA,1722023,K,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,Homeroom K - Alagona - Homeroom PS-62c47c737082816f437258df; Mathematics K - Alagona - Period 10-62f693766c6b433381175d30; Reading K - Alagona - Period 5-62fa4e36c252017f1f56294a; Science K - Alagona - Period 11-62fbb3244ef1494353591b4c; Small Group Instruction/What I Need K - Alagona - Period 13-62fa51d02d6f160d77727e56; Small Group Instruction/What I Need K - Alagona - Period 3-62fa54b7c9b8187c0f2bf89e; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2c,"Alagona, Brooke; Bang, Julie; Brady, Jacquelyn; Gonzalez Giraldo, Isabella",All PS Reading; Kindergarten Reading; Primary School,06/07/2023,06/07/2023,N,Y,35,,466,Late K,Mid or Above Grade Level,94,5,215L,115L-265L,523,Max Score,Mid or Above Grade Level,478,Level 1,Mid or Above Grade Level,441,Level 1,Mid or Above Grade Level,458,Mid / Late K,Mid or Above Grade Level,460,Mid / Late K,Mid or Above Grade Level,466,Mid / Late K,Mid or Above Grade Level,454,Mid / Late K,Mid or Above Grade Level,112,49,67,229,167,396,N
iReady 4,ELA,1732023,K,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"ESL Grade K - Dougherty - Period 3-6329f8ad05914019ba350ad9; Homeroom K - Page - Homeroom PS-62c47c737082816f437258e3; Mathematics K - Page - Period 11-62f693766c6b433381175d2f; Reading K - Page - Period 5-62fa4e36c252017f1f562949; Science K - Page - Period 10-62fbb3244ef1494353591b4d; Small Group Instruction/What I Need K - Page - Period 3-62fa4d51ce97ff040813f521; Social Studies, History, and Geography K - Page - Period 13-62fa50d3f242b837da68a0a1; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2e","Brady, Jacquelyn; Dougherty, Erin; Gonzalez Giraldo, Isabella; Kim, Yuri; Page, Chonda",All PS Reading; Kindergarten Reading; PS ESL; Primary School,06/06/2023,06/06/2023,N,Y,43,,392,Early K,Early On Grade Level,42,2,BR265L,BR365L-BR215L,356,Emerging K,1 Grade Level Below,353,Emerging K,1 Grade Level Below,425,Level 1,Mid or Above Grade Level,476,Mid / Late K,Mid or Above Grade Level,387,Early K,Early On Grade Level,405,Mid / Late K,Mid or Above Grade Level,368,Early K,Early On Grade Level,65,49,67,133,97,396,N
iReady 4,ELA,1522020,2,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,ESL Grade 2 - Dougherty - Period 15-6329fd474a25d62941592232; Homeroom 2 - Wright - Homeroom PS-62c47c737082816f437258e4; Mathematics 2 - Wright - Period 3-62f693c16b50b95cca1b4ff8; Reading 2 - Zalot - Period 11-63110007911a1d042171476f; Science 2 - Del Rosario - Period 14-62fa506e8914f13d8a6cb7f6; Small Group Instruction/What I Need 2 - Wright - Period 5-631f57e4f5ecb5046708bbd9; Small Group Instruction/What I Need 2 - Wright - Period 6-631f45b566fd4f2b0a0a2eb1; Structured Play 2 - Gonzalez Giraldo - Period 4-62f693c16b50b95cca1b4ff5,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Dougherty, Erin; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2A; 2nd Grade Reading; All PS Reading; Catapult Tutoring with Added Students; PS ESL; Primary School,06/06/2023,06/06/2023,N,Y,69,,510,Early 2,Early On Grade Level,54,4,605L,505L-655L,,Tested Out,Mid or Above Grade Level,554,Max Score,Mid or Above Grade Level,506,Max Score,Mid or Above Grade Level,528,Mid 2,Mid or Above Grade Level,479,Level 1,1 Grade Level Below,482,Level 1,1 Grade Level Below,477,Level 1,1 Grade Level Below,72,39,53,185,136,513,N
iReady 4,ELA,1742023,K,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom K - Alagona - Homeroom PS-62c47c737082816f437258df; Mathematics K - Alagona - Period 10-62f693766c6b433381175d30; Reading K - Alagona - Period 5-62fa4e36c252017f1f56294a; Science K - Alagona - Period 11-62fbb3244ef1494353591b4c; Small Group Instruction/What I Need K - Alagona - Period 13-62fa51d02d6f160d77727e56; Small Group Instruction/What I Need K - Alagona - Period 3-62fa54b7c9b8187c0f2bf89e; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2c,"Alagona, Brooke; Bang, Julie; Brady, Jacquelyn; Gonzalez Giraldo, Isabella",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,28,,440,Late K,Mid or Above Grade Level,88,5,45L,BR55L-95L,443,Level 1,Mid or Above Grade Level,434,Level 1,Mid or Above Grade Level,488,Level 2,Mid or Above Grade Level,440,Mid / Late K,Mid or Above Grade Level,417,Mid / Late K,Mid or Above Grade Level,406,Mid / Late K,Mid or Above Grade Level,426,Mid / Late K,Mid or Above Grade Level,102,49,67,208,152,396,N
iReady 4,ELA,1512019,2,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,ESL Grade 2 - Dougherty - Period 11-6329fdbd6530ad2d4b05e91f; Homeroom 2 - Del Rosario - Homeroom PS-62c47c737082816f437258e0; Mathematics 2 - Wright - Period 14-62f693c16b50b95cca1b4ff9; Reading 2 - Zalot - Period 3-6311008874fc9c462467db72; Science 2 - Del Rosario - Period 6-62fa506e8914f13d8a6cb7f9; Small Group Instruction/What I Need 2 - Del Rosario - Period 11-631f46170d210e04a75e8370; Small Group Instruction/What I Need 2 - Del Rosario - Period 13-631f5878e8ee8f670a399763; Structured Play 2 - Gonzalez Giraldo - Period 10-62f693c16b50b95cca1b4ff7,"Brady, Jacquelyn; Cesar-Joisil, Daphnir; Del Rosario, Gina; Dougherty, Erin; Gonzalez Giraldo, Isabella; Wright, Ryan; Zalot, Amy",2nd Grade Reading; All PS Reading; PS ESL; Primary School,06/06/2023,06/06/2023,N,Y,81,Yellow Rush Flag,457,Level 1,1 Grade Level Below,20,3,365L,265L-415L,,Tested Out,Mid or Above Grade Level,495,Early 2,Early On Grade Level,449,Level 1,1 Grade Level Below,450,Level 1,1 Grade Level Below,446,Level 1,1 Grade Level Below,456,Level 1,1 Grade Level Below,436,Level 1,1 Grade Level Below,55,44,81,125,68,513,Y
iReady 4,ELA,1752023,6,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Current Events 6 - Joyner - Period 13-639227fe8b34984aad66c2e7; ELA 6 - Campana - Period 9-62fa66625523e9386e2ac58b; Homeroom 6 - Dougherty - Homeroom MS-62c47c737082816f437258d2; Mathematics 6 - Dougherty - Period 5-630647b14839ae3b4b0b9d2d; Music 6 - Villamil Gomez - Period 11-630654c37e0a833ef607c903; Science 6 - Kelley - Period 14-63064681dbb9dd4f943007a1; Social Studies, History, and Geography 6 - Erstein - Period 3-62fa6b2110304d1b623d5446","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,76,,552,Level 4,2 Grade Levels Below,25,3,795L,695L-845L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,547,Level 4,2 Grade Levels Below,554,Level 4,2 Grade Levels Below,559,Level 4,2 Grade Levels Below,550,Level 4,2 Grade Levels Below,45,19,51,237,88,616,Not Provided
iReady 4,ELA,1562021,1,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,ESL Grade 1 - Dougherty - Period 5-6329fbae6a721e5bba6f6934; Homeroom 1 - Goodman - Homeroom PS-62c47c737082816f437258e5; Mathematics 1 - McMillan - Period 8-62f693a71f27ae5a02559a10; Reading 1 - McMillan - Period 3-6310fe0c96c9c7538f12ac27; Science 1 - Goodman - Period 13-62fa506e8914f13d8a6cb7f7; Small Group Instruction/What I Need 1 - McMillan - Period 15-631f5aa2e9d0bd691b5b2305; Small Group Instruction/What I Need 1 - McMillan - Period 6-631f44ebfd89496cd87e2dc0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0d,"Brady, Jacquelyn; Dougherty, Erin; Gonzalez Giraldo, Isabella; Goodman, Brandy; McMillan, Sharone",1st Grade Reading; All PS Reading; PS ESL; Primary School,06/06/2023,06/06/2023,N,Y,71,,419,Level K,1 Grade Level Below,26,3,BR90L,BR190L-BR40L,385,Level K,1 Grade Level Below,455,Mid 1,Mid or Above Grade Level,419,Level K,1 Grade Level Below,401,Level K,1 Grade Level Below,425,Level K,1 Grade Level Below,459,Mid 1,Mid or Above Grade Level,395,Level K,1 Grade Level Below,16,49,67,33,24,458,N
iReady 4,ELA,1522019,3,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,ESL Grades 3-5 - Desai - Period 13-632b4135f5f1d138d339708f; Homeroom 3 - Stadler - Homeroom IS-62c47c737082816f437258db; Mathematics 3 - Swaby - Period 7-62f2b003e760951681540018; Reading 3 - Stadler - Period 14-62f2b003e760951681540008; Science 3 - Stadler - Period 3-62f2b003e760951681540002; Small Group Instruction/What I Need 3 - Stadler - Period 5-62f6a39a9d2533345d748d8b,"Desai, Laura; Stadler, Haley; Swaby, Chisoney",3rd Grade Reading; All IS Reading; IS ESL,06/06/2023,06/06/2023,N,Y,41,,520,Early 3,Early On Grade Level,39,3,650L,550L-700L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,502,Level 2,1 Grade Level Below,530,Early 3,Early On Grade Level,544,Mid 3,Mid or Above Grade Level,518,Early 3,Early On Grade Level,45,26,40,173,113,545,N
iReady 4,ELA,1482017,4,2022-2023,Enrolled,male,Y,Hispanic or Latino,,,,,Homeroom 4 - Lynch - Homeroom IS-62c47c737082816f437258de; Mathematics 4 - Turner - Period 13-62f2b003e76095168154001c; Reading 4 - Lynch - Period 7-62f2b003e760951681540007; Science 4 - Lynch - Period 3-62f2b003e76095168153fffb; Small Group Instruction/What I Need 4 - Lynch - Period 11-62f6a39a9d2533345d748d8d,"Lynch, Ashley; Moore, Andrea; Turner, Inayah",4th Grade Reading; All IS Reading,06/06/2023,06/06/2023,N,Y,69,,557,Early 4,Early On Grade Level,49,5,820L,720L-870L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,559,Early 4,Early On Grade Level,556,Early 4,Early On Grade Level,553,Early 4,Early On Grade Level,559,Early 4,Early On Grade Level,39,20,36,195,108,579,Not Provided
iReady 4,ELA,1762023,K,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,ESL Grade K - Dougherty - Period 3-6329f8ad05914019ba350ad9; Homeroom K - Alagona - Homeroom PS-62c47c737082816f437258df; Mathematics K - Alagona - Period 10-62f693766c6b433381175d30; Reading K - Alagona - Period 5-62fa4e36c252017f1f56294a; Science K - Alagona - Period 11-62fbb3244ef1494353591b4c; Small Group Instruction/What I Need K - Alagona - Period 13-62fa51d02d6f160d77727e56; Small Group Instruction/What I Need K - Alagona - Period 3-62fa54b7c9b8187c0f2bf89e; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2c,"Alagona, Brooke; Bang, Julie; Brady, Jacquelyn; Dougherty, Erin; Gonzalez Giraldo, Isabella",All PS Reading; Kindergarten Reading; PS ESL; Primary School,06/06/2023,06/06/2023,N,Y,46,,392,Early K,Early On Grade Level,42,2,BR265L,BR365L-BR215L,369,Early / Mid K,Early On Grade Level,357,Emerging K,1 Grade Level Below,412,Late K,Mid or Above Grade Level,394,Early K,Early On Grade Level,412,Mid / Late K,Mid or Above Grade Level,396,Mid / Late K,Mid or Above Grade Level,430,Mid / Late K,Mid or Above Grade Level,49,49,67,100,73,396,N
iReady 4,ELA,1532019,3,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,ESL Grades 3-5 - Desai - Period 7-632b40559874d355ad07947a; Homeroom 3 - Acevedo - Homeroom IS-62c47c737082816f437258d9; Mathematics 3 - Swaby - Period 3-62f2b003e760951681540017; Reading 3 - Acevedo - Period 7-62f2b003e76095168154000a; Science 3 - Jones - Period 14-62f2b003e760951681540000; Small Group Instruction/What I Need 3 - Jones - Period 5-62f6a39a9d2533345d748d8a,"Acevedo, Tiffany; Desai, Laura; Jones, Cierra; Swaby, Chisoney",3rd Grade Reading; All IS Reading; IS ESL,06/06/2023,06/07/2023,N,Y,77,,456,Level 1,2 Grade Levels Below,10,1,360L,260L-410L,,Tested Out,Mid or Above Grade Level,480,Level 1,2 Grade Levels Below,,Tested Out,Mid or Above Grade Level,440,Level 1,2 Grade Levels Below,454,Level 1,2 Grade Levels Below,444,Level 1,2 Grade Levels Below,463,Level 1,2 Grade Levels Below,9,33,63,27,14,545,Y
iReady 4,ELA,2232019,6,2022-2023,Enrolled,female,Y,Hispanic or Latino,,,,,"Current Events 6 - Joyner - Period 11-639227b3531f4e0adb7df1fa; ELA 6 - Campana - Period 11-62fa64519a95ca616659d131; Homeroom 6 - Kelley - Homeroom MS-62c47c737082816f437258d3; Mathematics 6 - Dougherty - Period 8-630647b14839ae3b4b0b9d2f; Music 6 - Villamil Gomez - Period 11-630654c37e0a833ef607c904; Science 6 - Kelley - Period 3-63064681dbb9dd4f943007a7; Social Studies, History, and Geography 6 - Erstein - Period 5-62fa6aa01d3889622b1e15eb","Campana, Ashley; Dougherty, Thomas; Erstein, Kali; Kelley, Brian; Lightfoot, Shea; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",6th Grade Reading; All MS Scholars; All MS Students; MS Tier 2 iReady 2 ELA,06/06/2023,06/06/2023,N,Y,85,,552,Level 4,2 Grade Levels Below,25,3,795L,695L-845L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,541,Level 3,3 or More Grade Levels Below,557,Level 4,2 Grade Levels Below,573,Level 5,1 Grade Level Below,542,Level 4,2 Grade Levels Below,39,19,51,205,76,616,Not Provided
iReady 4,ELA,1772023,K,2022-2023,Enrolled,male,N,Black or African American,,,,,"Homeroom K - Page - Homeroom PS-62c47c737082816f437258e3; Mathematics K - Page - Period 11-62f693766c6b433381175d2f; Reading K - Page - Period 5-62fa4e36c252017f1f562949; Science K - Page - Period 10-62fbb3244ef1494353591b4d; Small Group Instruction/What I Need K - Page - Period 3-62fa4d51ce97ff040813f521; Social Studies, History, and Geography K - Page - Period 13-62fa50d3f242b837da68a0a1; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2e","Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Page, Chonda",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,79,,441,Late K,Mid or Above Grade Level,88,5,55L,BR45L-105L,493,Max Score,Mid or Above Grade Level,485,Level 1,Mid or Above Grade Level,436,Level 1,Mid or Above Grade Level,439,Mid / Late K,Mid or Above Grade Level,399,Mid / Late K,Mid or Above Grade Level,397,Mid / Late K,Mid or Above Grade Level,401,Mid / Late K,Mid or Above Grade Level,114,49,67,233,170,396,N
iReady 4,ELA,1582021,1,2022-2023,Enrolled,female,,Black or African American,,,,,Homeroom 1 - Lubrano - Homeroom-62c47c737082816f437258e7; Mathematics 1 - Lubrano - Period 11-62f693a71f27ae5a02559a0f; Reading 1 - Lubrano - Period 3-6310fd89fe1443337c6880d4; Science 1 - Kim - Period 13-62fa506e8914f13d8a6cb7fd; Small Group Instruction/What I Need 1 - Lubrano - Period 15-631f599cfe910d50ae362f27; Small Group Instruction/What I Need 1 - Lubrano - Period 6-631f446617bc886bc57da6b0; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0e,"Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Lubrano, Alice; McMillan, Sharone; Medina, Margarita; Peralta, Britany; Zalot, Amy",1st Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,28,,440,Early 1,Early On Grade Level,41,3,45L,BR55L-95L,418,Level K,1 Grade Level Below,460,Mid 1,Mid or Above Grade Level,511,Max Score,Mid or Above Grade Level,428,Level K,1 Grade Level Below,413,Level K,1 Grade Level Below,458,Mid 1,Mid or Above Grade Level,333,Emerging K,2 Grade Levels Below,16,49,67,33,24,458,N
iReady 4,ELA,1792023,K,2022-2023,Enrolled,female,N,Black or African American,,,,,"Homeroom K - Page - Homeroom PS-62c47c737082816f437258e3; Mathematics K - Page - Period 11-62f693766c6b433381175d2f; Reading K - Page - Period 5-62fa4e36c252017f1f562949; Science K - Page - Period 10-62fbb3244ef1494353591b4d; Small Group Instruction/What I Need K - Page - Period 3-62fa4d51ce97ff040813f521; Social Studies, History, and Geography K - Page - Period 13-62fa50d3f242b837da68a0a1; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2e","Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Page, Chonda",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,41,,384,Early K,Early On Grade Level,35,2,BR315L,BR400L-BR265L,394,Early / Mid K,Early On Grade Level,346,Emerging K,1 Grade Level Below,381,Mid K,Mid or Above Grade Level,374,Early K,Early On Grade Level,404,Mid / Late K,Mid or Above Grade Level,374,Early K,Early On Grade Level,441,Mid / Late K,Mid or Above Grade Level,77,49,67,157,115,396,N
iReady 4,ELA,1782023,1,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 1 - Witherspoon - Homeroom PS-62c47c737082816f437258e6; Mathematics 1 - Brown - Period 11-62f693a71f27ae5a02559a11; Reading 1 - Witherspoon - Period 3-6310fe798c898d0b4e58c1b6; Science 1 - Witherspoon - Period 13-62fa506e8914f13d8a6cb7fc; Small Group Instruction/What I Need 1 - Witherspoon - Period 15-631f5afc66139f557d26d39d; Small Group Instruction/What I Need 1 - Witherspoon - Period 6-631f45525177f037c8034eab; Structured Play 1 - Gonzalez Giraldo - Period 8-62f693a71f27ae5a02559a0c,"Brady, Jacquelyn; Brown, Taphenese; Gonzalez Giraldo, Isabella; McMillan, Sharone; Witherspoon, Genevee; Wright, Ryan",1st Grade Reading; All PS Reading; Primary School,06/06/2023,06/06/2023,N,Y,28,,475,Mid 1,Mid or Above Grade Level,65,5,275L,175L-325L,414,Level K,1 Grade Level Below,443,Early 1,Early On Grade Level,504,Max Score,Mid or Above Grade Level,482,Late 1,Mid or Above Grade Level,508,Late 1,Mid or Above Grade Level,524,Late 1,Mid or Above Grade Level,496,Late 1,Mid or Above Grade Level,107,49,67,218,160,458,N
iReady 4,ELA,1952018,7,2022-2023,Enrolled,male,N,Black or African American,,,,,"Current Events 7 - Joyner - Period 13-63923111e86fa7519d6ba851; ELA 7 - McMillan - Period 13-6306414edec4186a935552a2; Homeroom 7 - Fergusson - Homeroom MS-62c47c737082816f437258cf; Mathematics 7 - DiPierro - Period 5-630647b14839ae3b4b0b9d2a; Music 7 - Villamil Gomez - Period 10-63065c114d1c76105a6c2efa; Science 7 - Kelley - Period 8-63064681dbb9dd4f943007a4; Social Studies, History, and Geography 7 - Henry - Period 3-63065a5c19a57649536a7388","DiPierro, Robert; Erstein, Kali; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; McMillan, Michele; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",7th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,112,,599,Level 6,1 Grade Level Below,43,3,1010L,910L-1060L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,589,Level 6,1 Grade Level Below,605,Level 6,1 Grade Level Below,603,Level 6,1 Grade Level Below,607,Level 6,1 Grade Level Below,31,12,37,258,84,632,Not Provided
iReady 4,ELA,1802023,K,2022-2023,Enrolled,female,N,Black or African American,,,,,"Homeroom K - Page - Homeroom PS-62c47c737082816f437258e3; Mathematics K - Page - Period 11-62f693766c6b433381175d2f; Reading K - Page - Period 5-62fa4e36c252017f1f562949; Science K - Page - Period 10-62fbb3244ef1494353591b4d; Small Group Instruction/What I Need K - Page - Period 3-62fa4d51ce97ff040813f521; Social Studies, History, and Geography K - Page - Period 13-62fa50d3f242b837da68a0a1; Structured Play K - Gonzalez Giraldo - Period 14-62f693766c6b433381175d2e","Brady, Jacquelyn; Gonzalez Giraldo, Isabella; Kim, Yuri; Page, Chonda",All PS Reading; Kindergarten Reading; Primary School,06/06/2023,06/06/2023,N,Y,47,,410,Mid K,Mid or Above Grade Level,64,5,BR145L,BR245L-BR95L,418,Late K,Mid or Above Grade Level,421,Mid K,Mid or Above Grade Level,413,Late K,Mid or Above Grade Level,428,Mid / Late K,Mid or Above Grade Level,390,Early K,Early On Grade Level,391,Mid / Late K,Mid or Above Grade Level,389,Early K,Early On Grade Level,74,49,67,151,110,396,N
iReady 4,ELA,3322015,8,2022-2023,Enrolled,female,N,Black or African American,,,,,"Current Events 8 - Joyner - Period 7-6392320e6a1b2a3e970e4a59; ELA 8 - Fergusson - Period 6-6306414edec4186a935552a0; Homeroom 8 - Joyner - Homeroom MS-62c47c737082816f437258cd; Mathematics 8 - Nelson - Period 3-6307bc3276048d5eab5c5f17; Music 8 - Villamil Gomez - Period 14-63065c114d1c76105a6c2ef7; Science 8 - Davis - Period 11-63064681dbb9dd4f943007a5; Social Studies, History, and Geography 8 - Henry - Period 11-63065a5c19a57649536a7389","Davis, Georgette; Fergusson, Devin; Henry, Christopher; Kelley, Brian; Lightfoot, Shea; Nelson, Jaclyn; Otero, Jasmine; Robinson, LaShun; Villamil Gomez, Diego",8th Grade Reading; All MS Scholars; All MS Students,06/06/2023,06/06/2023,N,Y,37,,613,Level 7,1 Grade Level Below,43,3,1070L,970L - 1120L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,591,Level 6,2 Grade Levels Below,625,Early 8,Early On Grade Level,614,Level 7,1 Grade Level Below,636,Early 8,Early On Grade Level,0,4,22,0,0,642,Not Provided
iReady 4,ELA,1542019,3,2022-2023,Enrolled,female,N,Black or African American,,,,,Homeroom 3 - Stadler - Homeroom IS-62c47c737082816f437258db; Mathematics 3 - Swaby - Period 7-62f2b003e760951681540018; Reading 3 - Stadler - Period 14-62f2b003e760951681540008; Science 3 - Stadler - Period 3-62f2b003e760951681540002; Small Group Instruction/What I Need 3 - Stadler - Period 5-62f6a39a9d2533345d748d8b,"Stadler, Haley; Swaby, Chisoney",3rd Grade Reading; All IS Reading,06/06/2023,06/08/2023,N,Y,106,,583,Late 3,Mid or Above Grade Level,87,5,935L,835L-985L,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,,Tested Out,Mid or Above Grade Level,594,Late 3,Mid or Above Grade Level,578,Late 3,Mid or Above Grade Level,584,Late 3,Mid or Above Grade Level,571,Late 3,Mid or Above Grade Level,37,17,21,218,176,545,N
